Area,BHK,Bathroom,Furnishing,Location,District,Locality,Parking,Status,Transaction,Type,Price
3500,4,4,Furnished,Punjabi Bagh,West Delhi,Punjabi Bagh West,3,Ready_to_move,New_Property,Builder_Floor,75100000
1580,3,2,Furnished,Paschim Vihar,West Delhi,"Shubh Niketan, Paschim Vihar",1,Ready_to_move,Resale,Apartment,21000000
950,3,2,Furnished,Uttam Nagar,West Delhi,"Uttam Nagar Floors, Uttam Nagar",1,Ready_to_move,New_Property,Apartment,4370000
950,3,2,Furnished,Uttam Nagar,West Delhi,"Uttam Nagar Floors, Uttam Nagar",1,Ready_to_move,New_Property,Apartment,4370000
950,3,2,Furnished,Uttam Nagar,West Delhi,"Uttam Nagar Floors, Uttam Nagar",1,Ready_to_move,New_Property,Apartment,4370000
1332,3,2,Semi-Furnished,Karol Bagh,Central Delhi,"Beadon Pura, Karol Bagh How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 148 sqyrd status Ready to Move floor 3 out of 3 floors transaction Resale furnishing Semi-Furnished bathroom 2 balcony 3 ownership Freehold Contact Now Enquire Now Auction By Bank",1,Ready_to_move,Resale,Builder_Floor,6540000
530,4,1,Semi-Furnished,Karol Bagh,Central Delhi,"Dev Nagar, Karol Bagh",1,Ready_to_move,Resale,Apartment,6800000
720,2,1,Semi-Furnished,Karol Bagh,Central Delhi,"Dev Nagar, Karol Bagh",1,Ready_to_move,Resale,Builder_Floor,7000000
675,2,2,Semi-Furnished,Karol Bagh,Central Delhi,Karol Bagh,1,Ready_to_move,Resale,Builder_Floor,10000000
1206,3,3,Semi-Furnished,Karol Bagh,Central Delhi,Karol Bagh,1,Ready_to_move,Resale,Builder_Floor,20000000
345,1,1,Semi-Furnished,Karol Bagh,Central Delhi,Karol Bagh,1,Ready_to_move,Resale,Builder_Floor,5500000
1200,3,2,Semi-Furnished,Karol Bagh,Central Delhi,Karol Bagh,1,Ready_to_move,Resale,Builder_Floor,14500000
1600,3,3,Semi-Furnished,Karol Bagh,Central Delhi,"Karol Bagh carpet area 1600 sqft status Ready to Move floor 3 out of 3 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Near to Karol Bagh Metro station...................................... Its a very peaceful location ....................................................................................................................... read more Contact Agent View Phone No. Share Feedback Agent S R B Properties",1,Ready_to_move,New_Property,Builder_Floor,24000000
1775,3,3,Semi-Furnished,Karol Bagh,Central Delhi,"The Amaryllis, Karol Bagh",1,Almost_ready,New_Property,Apartment,25500000
1252,2,2,Semi-Furnished,Karol Bagh,Central Delhi,"The Amaryllis, Karol Bagh",1,Almost_ready,New_Property,Apartment,18500000
2000,4,4,Semi-Furnished,Karol Bagh,Central Delhi,"The Amaryllis, Karol Bagh",1,Almost_ready,New_Property,Apartment,39700000
1017,3,3,Semi-Furnished,Karol Bagh,Central Delhi,"The Amaryllis, Karol Bagh",1,Ready_to_move,New_Property,Apartment,22000000
1775,3,3,Semi-Furnished,Karol Bagh,Central Delhi,"The Amaryllis, Karol Bagh",1,Almost_ready,New_Property,Apartment,25500000
987,2,2,Semi-Furnished,Karol Bagh,Central Delhi,"The Amaryllis, Karol Bagh",1,Ready_to_move,New_Property,Apartment,17000000
1912,3,3,Semi-Furnished,Karol Bagh,Central Delhi,"The Amaryllis, Karol Bagh",1,Almost_ready,New_Property,Apartment,27500000
1775,3,3,Semi-Furnished,Karol Bagh,Central Delhi,"The Amaryllis, Karol Bagh",1,Almost_ready,New_Property,Apartment,25500000
1501,3,2,Semi-Furnished,Karol Bagh,Central Delhi,"The Amaryllis, Karol Bagh",1,Almost_ready,Resale,Apartment,20000000
1200,3,2,Semi-Furnished,Karol Bagh,Central Delhi,"The Amaryllis, Karol Bagh",1,Almost_ready,Resale,Apartment,20900000
2200,3,3,Semi-Furnished,Karol Bagh,Central Delhi,"The Amaryllis, Karol Bagh",1,Ready_to_move,New_Property,Apartment,43100000
1350,4,4,Semi-Furnished,Okhla,East Delhi,"Abhimanyu Apartments, Vasundhara Enclave",1,Ready_to_move,Resale,Apartment,10500000
1450,3,3,Semi-Furnished,Okhla,East Delhi,"Abhimanyu Apartments, Vasundhara Enclave",1,Ready_to_move,Resale,Apartment,11600000
540,2,1,Semi-Furnished,Okhla,East Delhi,"Abul Fazal Enclave Part 1, Okhla",1,Ready_to_move,New_Property,Builder_Floor,3600000
35,3,2,Semi-Furnished,Okhla,East Delhi,"Abul Fazal Enclave Part 1, Okhla",2,Ready_to_move,Resale,Apartment,4950000
1260,3,2,Semi-Furnished,Okhla,East Delhi,"Abul Fazal Enclave Part 1, Okhla",1,Ready_to_move,Resale,Builder_Floor,7000000
750,2,2,Semi-Furnished,Okhla,East Delhi,"Abul Fazal Enclave Part-II, Okhla",1,Ready_to_move,Resale,Builder_Floor,3800000
1300,3,2,Semi-Furnished,Vasundhara,East Delhi,"Anekant Apartment, Vasundhara Enclave",2,Ready_to_move,Resale,Apartment,9800000
750,3,2,Semi-Furnished,Okhla,East Delhi,"Batla House Project, Batla House, Okhla",1,Ready_to_move,Resale,Builder_Floor,2400000
450,1,1,Semi-Furnished,Okhla,East Delhi,"Batla House, Okhla",1,Ready_to_move,New_Property,Builder_Floor,1700000
550,2,1,Semi-Furnished,Okhla,East Delhi,"Batla House, Okhla",2,Ready_to_move,Resale,Apartment,1600000
1600,3,2,Semi-Furnished,Dilshad Garden,East Delhi,"DDA Flats Block A, Dilshad Garden",1,Ready_to_move,Resale,Apartment,17000000
750,2,1,Semi-Furnished,Dilshad Garden,East Delhi,"DDA Pocket JK, Dilshad Garden",2,Ready_to_move,New_Property,Apartment,6500000
400,1,1,Semi-Furnished,Dilshad Garden,East Delhi,"Dilshad Colony, Dilshad Garden",1,Ready_to_move,Resale,Apartment,3500000
900,3,2,Semi-Furnished,Dilshad Garden,East Delhi,"Dilshad Colony, Dilshad Garden",2,Ready_to_move,Resale,Apartment,13500000
1800,3,3,Semi-Furnished,Dilshad Garden,East Delhi,"Dilshad Colony, Dilshad Garden",1,Ready_to_move,New_Property,Builder_Floor,15000000
900,3,2,Semi-Furnished,Dilshad Garden,East Delhi,"Dilshad Colony, Dilshad Garden",1,Ready_to_move,Resale,Apartment,4800000
800,2,2,Semi-Furnished,Dilshad Garden,East Delhi,"Dilshad Colony, Dilshad Garden",1,Ready_to_move,Resale,Apartment,7500000
500,1,1,Semi-Furnished,Dilshad Garden,East Delhi,"Dilshad Colony, Dilshad Garden",1,Ready_to_move,Resale,Builder_Floor,2600000
1000,2,2,Semi-Furnished,Dilshad Garden,East Delhi,"Dilshad Colony, Dilshad Garden",1,Ready_to_move,Resale,Apartment,6700000
800,3,2,Semi-Furnished,Dilshad Garden,East Delhi,Dilshad Garden,1,Ready_to_move,Resale,Apartment,9030000
1350,3,3,Semi-Furnished,Vasundhara,East Delhi,"Gobind Apartment, Vasundhara Enclave",1,Ready_to_move,Resale,Apartment,11000000
945,2,2,Semi-Furnished,Okhla,East Delhi,"Godrej South Estate, Okhla Phase 1",1,Almost_ready,New_Property,Apartment,24900000
270,1,1,Semi-Furnished,Laxmi Nagar,East Delhi,"Guru Angad Nagar West, Laxmi Nagar",1,Ready_to_move,Resale,Builder_Floor,2300000
1050,2,2,Semi-Furnished,Vasundhara,East Delhi,"Hindon Apartment, Vasundhara Enclave",1,Ready_to_move,Resale,Apartment,10000000
800,3,2,Semi-Furnished,Laxmi Nagar,East Delhi,"Lalita Park, Laxmi Nagar",1,Ready_to_move,Resale,Builder_Floor,5400000
801,3,2,Semi-Furnished,Laxmi Nagar,East Delhi,Laxmi Nagar,1,Ready_to_move,New_Property,Builder_Floor,6000000
420,2,1,Semi-Furnished,Laxmi Nagar,East Delhi,Laxmi Nagar,1,Ready_to_move,New_Property,Builder_Floor,2600000
450,2,1,Semi-Furnished,Laxmi Nagar,East Delhi,Laxmi Nagar,1,Ready_to_move,Resale,Builder_Floor,3500000
900,3,2,Semi-Furnished,Laxmi Nagar,East Delhi,Laxmi Nagar,1,Ready_to_move,Resale,Builder_Floor,7000000
800,3,2,Semi-Furnished,Laxmi Nagar,East Delhi,Laxmi Nagar,1,Ready_to_move,New_Property,Builder_Floor,4500000
720,3,3,Semi-Furnished,Laxmi Nagar,East Delhi,Laxmi Nagar,2,Ready_to_move,Resale,Builder_Floor,5500000
450,2,1,Semi-Furnished,Laxmi Nagar,East Delhi,Laxmi Nagar,2,Ready_to_move,New_Property,Builder_Floor,2700000
500,2,1,Semi-Furnished,Laxmi Nagar,East Delhi,Laxmi Nagar,1,Ready_to_move,Resale,Builder_Floor,3700000
810,3,2,Semi-Furnished,Laxmi Nagar,East Delhi,Laxmi Nagar,1,Ready_to_move,Resale,Builder_Floor,9000000
900,3,2,Semi-Furnished,Laxmi Nagar,East Delhi,Laxmi Nagar,1,Ready_to_move,Resale,Builder_Floor,6000000
450,2,1,Semi-Furnished,Laxmi Nagar,East Delhi,Laxmi Nagar,1,Ready_to_move,Resale,Builder_Floor,3500000
450,2,2,Semi-Furnished,Laxmi Nagar,East Delhi,"Laxmi Nagar super area 450 sqft status Ready to Move floor 3 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property East Facing Property This Builder Floor Apartment at 3rd faces East & overlooks Main Road offering a beautiful view from the house. with airy interiors. The type of ownership is Freehold. The Builder Floor Apartment is newly constructed. Bank loans available from LIC Housing Finance, Kotak Mahindra Bank, Indiabulls. Flooring of type Marble covers maximum part of the house. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Sonia",1,Ready_to_move,New_Property,Builder_Floor,2550000
1200,3,2,Semi-Furnished,Vasundhara,East Delhi,"Mahesh Apartment, Vasundhara Enclave",1,Ready_to_move,Resale,Apartment,12500000
1350,3,3,Semi-Furnished,Vasundhara,East Delhi,"New Delhi Apartment, Vasundhara Enclave",1,Ready_to_move,Resale,Apartment,12000000
1460,3,3,Semi-Furnished,Vasundhara,East Delhi,"Pawittra Apartment, Vasundhara Enclave",1,Ready_to_move,Resale,Apartment,16500000
900,2,2,Semi-Furnished,Vasundhara,East Delhi,"Prayag Apartments, Vasundhara Enclave carpet area 900 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Semi-Furnished overlooking Garden/Park, Main Road society Prayag Apartments car parking 1 Open bathroom 2 balcony 2 ownership Freehold This is 2 BHK apartment , with 2 Bathroom and one parking.This is East facing Flat.Near Metro Station is Ashok Nagar read more Contact Owner View Phone No. Share Feedback Owner Sameer Kumar",1,Ready_to_move,Resale,Apartment,8550000
1300,3,2,Semi-Furnished,Vasundhara,East Delhi,"Samrat Apartment, Vasundhara Enclave",2,Ready_to_move,Resale,Apartment,11500000
1100,2,2,Semi-Furnished,Vasundhara,East Delhi,"Samrat Apartment, Vasundhara Enclave",1,Ready_to_move,Resale,Apartment,9500000
1000,2,2,Semi-Furnished,Vasundhara,East Delhi,"Satyam Apartment, Vasundhara Enclave",1,Ready_to_move,Resale,Apartment,7500000
2210,4,3,Semi-Furnished,Okhla,East Delhi,"Sukhdev Vihar, Okhla",1,Ready_to_move,Resale,Builder_Floor,41000000
2500,4,4,Semi-Furnished,Okhla,East Delhi,"Sukhdev Vihar, Okhla",2,Ready_to_move,Resale,Builder_Floor,75000000
1500,3,2,Semi-Furnished,Okhla,East Delhi,"Sukhdev Vihar, Okhla",1,Ready_to_move,Resale,Apartment,16000000
2907,4,4,Semi-Furnished,Okhla,East Delhi,"Sukhdev Vihar, Okhla",1,Ready_to_move,Resale,Apartment,30000000
2210,4,3,Semi-Furnished,Okhla,East Delhi,"Sukhdev Vihar, Okhla",1,Ready_to_move,Resale,Builder_Floor,41000000
1100,3,3,Semi-Furnished,Okhla,East Delhi,"Sukhdev Vihar, Okhla",2,Ready_to_move,Resale,Apartment,12500000
810,2,2,Semi-Furnished,Okhla,East Delhi,"Sukhdev Vihar, Okhla",1,Ready_to_move,Resale,Apartment,14500000
3150,4,5,Semi-Furnished,Okhla,East Delhi,"Sukhdev Vihar, Okhla",3,Ready_to_move,New_Property,Builder_Floor,61500000
2000,4,4,Semi-Furnished,Okhla,East Delhi,"Sukhdev Vihar, Okhla",1,Ready_to_move,Resale,Builder_Floor,27500000
900,2,2,Semi-Furnished,Vasundhara,East Delhi,Vasundhara Enclave,,Ready_to_move,Resale,Apartment,8000000
1500,3,3,Semi-Furnished,Vasundhara,East Delhi,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,12000000
1050,2,2,Semi-Furnished,Vasundhara,East Delhi,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,9000000
975,3,2,Semi-Furnished,Vasundhara,East Delhi,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,12000000
1100,2,2,Semi-Furnished,Vasundhara,East Delhi,Vasundhara Enclave,114,Ready_to_move,Resale,Apartment,10000000
1459,3,3,Semi-Furnished,Vasundhara,East Delhi,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,14200000
1150,3,3,Semi-Furnished,Vasundhara,East Delhi,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,12000000
780,2,2,Semi-Furnished,Vasundhara,East Delhi,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,7500000
810,3,2,Semi-Furnished,Budh Vihar,North West Delhi,Budh Vihar,1,Ready_to_move,Resale,Builder_Floor,4500000
900,3,2,Semi-Furnished,Budh Vihar,North West Delhi,Budh Vihar,1,Ready_to_move,Resale,Builder_Floor,4000000
75,2,2,Semi-Furnished,Budh Vihar,North West Delhi,Budh Vihar,1,Ready_to_move,Resale,Builder_Floor,3000000
500,2,2,Semi-Furnished,Budh Vihar,North West Delhi,Budh Vihar Phase 1,1,Ready_to_move,Resale,Apartment,1650000
270,2,1,Semi-Furnished,Budh Vihar,North West Delhi,Budh Vihar Phase 1,1,Ready_to_move,Resale,Apartment,1400000
500,2,1,Semi-Furnished,Budh Vihar,North West Delhi,Budh Vihar Phase 1,1,Ready_to_move,Resale,Builder_Floor,2000000
900,2,2,Semi-Furnished,Narela,North West Delhi,"DDA Flats Pocket 1 Sector A9, Narela",2,Ready_to_move,Resale,Apartment,3800000
210,1,1,Semi-Furnished,Narela,North West Delhi,"DDA Lig Flats, Narela",1,Ready_to_move,New_Property,Apartment,2000000
350,1,1,Semi-Furnished,Narela,North West Delhi,"DDA Lig Flats, Narela",1,Ready_to_move,Resale,Builder_Floor,1800000
50,1,1,Semi-Furnished,Narela,North West Delhi,"DDA Lig Flats, Narela",1,Ready_to_move,New_Property,Apartment,3500000
650,2,2,Semi-Furnished,Rohini,North West Delhi,"Delhi Homes, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,4000000
750,2,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,5000000
750,2,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,5000000
720,2,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,4700000
800,2,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,5500000
350,1,1,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,2000000
980,3,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,7300000
1600,4,3,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,13000000
1450,3,3,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,11500000
445,2,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,2800000
380,1,1,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,2200000
680,2,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,4400000
1600,3,3,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,13500000
630,2,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,4100000
1500,3,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,12000000
550,2,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,3500000
2500,4,3,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,15000000
2800,5,4,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,17500000
300,1,1,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,1900000
800,3,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,5500000
1295,3,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,10000000
700,3,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,4700000
350,1,1,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Builder_Floor,2400000
450,2,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Builder_Floor,3800000
2200,4,4,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Builder_Floor,23000000
2300,4,4,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Builder_Floor,24500000
1150,3,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Builder_Floor,10000000
800,3,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Builder_Floor,5500000
850,3,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Builder_Floor,7000000
720,3,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Builder_Floor,6500000
750,2,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,5000000
750,2,2,Semi-Furnished,Rohini,North West Delhi,"J R Designers Floors, Rohini Sector 24",1,Ready_to_move,New_Property,Apartment,5000000
850,2,2,Semi-Furnished,Rohini,North West Delhi,"Mayur Apartment, Rohini Sector 9",1,Ready_to_move,Resale,Apartment,11000000
900,2,2,Semi-Furnished,Rohini,North West Delhi,"Prashant Vihar, Rohini",1,Ready_to_move,Resale,Apartment,10500000
350,1,1,Semi-Furnished,Rohini,North West Delhi,"Rohini ( 1 km from Shahbad Dairy, Rohini)",1,Ready_to_move,New_Property,Builder_Floor,2300000
1150,3,3,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 14,1,Ready_to_move,Resale,Apartment,25000000
1100,4,3,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 16,1,Ready_to_move,New_Property,Builder_Floor,17000000
1100,3,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 20,1,Ready_to_move,New_Property,Builder_Floor,6200000
1100,3,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 20,1,Ready_to_move,New_Property,Builder_Floor,6200000
1300,4,4,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 22,1,Ready_to_move,New_Property,Builder_Floor,15000000
550,2,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 22,1,Ready_to_move,New_Property,Builder_Floor,4500000
1300,4,4,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 22,1,Ready_to_move,New_Property,Builder_Floor,15000000
850,3,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 23,1,Ready_to_move,New_Property,Builder_Floor,6500000
720,3,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 23,1,Ready_to_move,New_Property,Builder_Floor,6000000
850,3,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 23,1,Ready_to_move,New_Property,Builder_Floor,7300000
950,3,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 23,1,Ready_to_move,New_Property,Builder_Floor,7600000
2300,4,4,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 23,1,Ready_to_move,New_Property,Builder_Floor,20000000
600,2,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 24,1,Ready_to_move,Resale,Builder_Floor,4200000
1300,4,3,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 24,1,Ready_to_move,New_Property,Builder_Floor,15500000
1350,4,3,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 24,1,Ready_to_move,Resale,Builder_Floor,10000000
630,2,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 24,1,Ready_to_move,New_Property,Builder_Floor,5500000
660,2,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 24,1,Ready_to_move,Resale,Builder_Floor,5000000
650,2,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 24,1,Ready_to_move,Resale,Builder_Floor,6000000
1360,4,3,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 24,1,Ready_to_move,New_Property,Builder_Floor,13500000
1550,4,3,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 24,1,Ready_to_move,New_Property,Builder_Floor,12500000
1550,4,3,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 24,1,Ready_to_move,New_Property,Builder_Floor,13000000
1550,4,3,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 24,1,Ready_to_move,New_Property,Builder_Floor,13000000
650,2,2,Semi-Furnished,Rohini,North West Delhi,"Rohini Sector 24 carpet area 650 sqft status Ready to Move floor 4 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2BHK Newly build property for Sale. A House is waiting for a Friendly Family to make it a lovely home.So please come and make his house feel alive once again. read more Contact Agent View Phone No. Share Feedback Garima properties Certified Agent Trusted by Users Genuine Listings Market Knowledge",1,Ready_to_move,New_Property,Builder_Floor,6200000
800,3,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 25,1,Ready_to_move,New_Property,Builder_Floor,6500000
870,3,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 25,1,Ready_to_move,New_Property,Builder_Floor,7700000
800,3,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 25,1,Ready_to_move,Resale,Builder_Floor,7000000
660,2,2,Semi-Furnished,Rohini,North West Delhi,"Rohini Sector 25 carpet area 660 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing North overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property Near by Ryan international school 2BHK Located on the Ground Floor of a four story building with open parking the flat measure 720 Sq Ft the property is located in a green and plush sector with common parks opposite every lane and bus and auto stand nearby. its situated 1.5 km from the metro station and walkable distance from shopping distance from shopping complex. read more Contact Agent View Phone No. Share Feedback Know your Certified Agent CRISIL Rating No of Employees 9 Kulwant & Company Certified Agent Trusted by Users Genuine Listings 5500+ Buyers Served",1,Ready_to_move,New_Property,Builder_Floor,4700000
914.9315,2,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 5,1,Ready_to_move,Resale,Builder_Floor,12000000
344.4448,2,2,Semi-Furnished,Rohini,North West Delhi,Rohini Sector 8 How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 32 sqm status Ready to Move floor 1 transaction Resale furnishing Semi-Furnished Contact Now Enquire Now Auction By,1,Ready_to_move,Resale,Builder_Floor,3310000
500,1,1,Semi-Furnished,Rohini,North West Delhi,"Sanskriti Apartment, Rohini Sector 28",1,Ready_to_move,Resale,Apartment,3400000
1000,2,2,Semi-Furnished,Rohini,North West Delhi,"Saptrishi Apartment, Rohini Sector 23",1,Ready_to_move,Resale,Apartment,7600000
900,3,2,Semi-Furnished,Rohini,North West Delhi,"Vijay Vihar, Rohini",5,Ready_to_move,Resale,Builder_Floor,4500000
1150,2,2,Semi-Furnished,Shahdara,Shahdara,"Ahinsha Vatika, Ram Nagar, Shahdara",1,Ready_to_move,Resale,Apartment,7300000
970,3,2,Semi-Furnished,Shahdara,Shahdara,"Balbir Nagar, Shahdara",1,Ready_to_move,Resale,Builder_Floor,6500000
1250,2,1,Semi-Furnished,Shahdara,Shahdara,"DDA Flats Mansarovar Park, Seelampur, Shahdara",,Ready_to_move,Resale,Apartment,7500000
650,2,2,Semi-Furnished,Shahdara,Shahdara,"DDA RPS Flats, Mansarowar Park, Shahdara",1,Ready_to_move,Resale,Apartment,5800000
850,3,2,Semi-Furnished,Shahdara,Shahdara,"Gorakh Park West, Shahdara",1,Ready_to_move,Resale,Builder_Floor,4500000
1050,3,2,Semi-Furnished,Shahdara,Shahdara,"Hans Apartments, Vishwas Nagar, Shahdara",1,Ready_to_move,Resale,Apartment,9000000
750,2,2,Semi-Furnished,Shahdara,Shahdara,"Jyoti Nagar West, Shahdara",,Ready_to_move,Resale,Builder_Floor,9200000
1350,4,3,Semi-Furnished,Shahdara,Shahdara,"Mansarowar Park, Shahdara",1,Ready_to_move,New_Property,Builder_Floor,11300000
900,2,2,Semi-Furnished,Shahdara,Shahdara,"Naveen Shahdara, Shahdara",1,Ready_to_move,Resale,Builder_Floor,4500000
1425,3,3,Semi-Furnished,Shahdara,Shahdara,"Naveen Shahdara, Shahdara",1,Ready_to_move,Resale,Builder_Floor,9300000
900,3,2,Semi-Furnished,Shahdara,Shahdara,"Ram Nagar Extension, Shahdara",1,Almost_ready,New_Property,Builder_Floor,6000000
800,3,2,Semi-Furnished,Shahdara,Shahdara,"Ram Nagar, Shahdara",2,Ready_to_move,Resale,Builder_Floor,3800000
504,3,1,Semi-Furnished,Shahdara,Shahdara,"Seelampur, Shahdara",,Ready_to_move,Resale,Apartment,3600000
950,3,2,Semi-Furnished,Shahdara,Shahdara,Shahdara,1,Ready_to_move,Resale,Apartment,5500000
990,2,2,Semi-Furnished,Shahdara,Shahdara,Shahdara,2,Ready_to_move,Resale,Builder_Floor,4100000
700,2,2,Semi-Furnished,Shahdara,Shahdara,Shahdara,1,Ready_to_move,Resale,Apartment,2500000
65,3,2,Semi-Furnished,Shahdara,Shahdara,"Shanti Mohalla, Shahdara",,Ready_to_move,New_Property,Apartment,35000000
50,2,1,Semi-Furnished,Shahdara,Shahdara,"Shastri Park, Shahdara",1,Ready_to_move,New_Property,Apartment,1950000
810,3,2,Semi-Furnished,Shahdara,Shahdara,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,Builder_Floor,6000000
